rbi_state,rbi_district,census_state,census_district,population_2011,reporting_offices_dec2013,deposits_crore_dec2013,credit_crore_dec2013,deposits_crore_2015_16,accounts_thousands_2015_16,branch_density_2013,deposits_per_capita_2013_rs,credit_per_capita_2013_rs,deposits_per_capita_2015_16_rs,accounts_per_capita_2015_16
NAGALAND,KOHIMA,NAGALAND,KOHIMA,267988,28.0,2308.5,406.9,3011.1394,256.387,10.448229025180233,86141.91680224487,15183.515679806558,112360.97884979924,0.9567107482424586
NAGALAND,LONGLENG,NAGALAND,LONGLENG,50484,1.0,33.0,16.0,28.5961,16.328,1.9808256081134616,6536.724506774423,3169.3209729815385,5664.388717217336,0.32342920529276603
NAGALAND,MOKOKCHUNG,NAGALAND,MOKOKCHUNG,194622,20.0,243.6,175.1,326.4674,124.53300000000002,10.2763305278951,12516.57058297623,8996.92737717216,16774.434544912703,0.6398711348151803
NAGALAND,MON,NAGALAND,MON,250260,5.0,102.2,55.6,121.4038,55.714,1.9979221609526092,4083.752896987133,2221.6894429793015,4851.106848877168,0.22262447055062734
NAGALAND,PEREN,NAGALAND,PEREN,95219,3.0,50.7,59.7,56.1919,37.369,3.150631701656182,5324.5675757989475,6269.757086295802,5901.332717209801,0.39245318686396624
NAGALAND,PHEK,NAGALAND,PHEK,163418,5.0,92.8,63.4,74.3999,51.027,3.0596384731180164,5678.689006107038,3879.621583913645,4552.735928722662,0.31224834473558605
NAGALAND,TUENSANG,NAGALAND,TUENSANG,196596,7.0,83.7,86.3,90.7113,57.852999999999994,3.560601436448351,4257.462003296099,4389.712913792752,4614.096929744247,0.2942735355754949
NAGALAND,WOKHA,NAGALAND,WOKHA,166343,11.0,119.6,100.3,120.3987,59.873,6.612842139434783,7189.962907967272,6029.709696230078,7237.978153574241,0.3599369976494352
NAGALAND,ZUNHEBOTO,NAGALAND,ZUNHEBOTO,140757,7.0,117.2,88.4,100.3812,54.123,4.973109685486334,8326.406501985692,6280.327088528456,7131.524542296299,0.38451373643939557
ODISHA,ANGUL,ODISHA,ANUGUL,1273821,124.0,4565.2,1583.3,6654.5102,1628.2169999999999,9.734491737850139,35838.63038841407,12429.532877853324,52240.54400108021,1.2782149140263819
ODISHA,BALANGIR,ODISHA,BALANGIR,1648997,107.0,2578.4,1000.2,,,6.488792884401852,15636.171563683863,6065.505273811899,,
ODISHA,BALESHWAR,ODISHA,BALESHWAR,2320529,162.0,4704.7,2497.5,6699.3471,2631.757,6.9811667942956115,20274.25643032257,10762.632141205733,28869.913282704074,1.1341194184601873
ODISHA,BARGARH,ODISHA,BARGARH,1481255,106.0,2110.8,1300.1,2995.9833,1430.051,7.156093987868395,14250.078480747745,8777.016786441227,20225.979321588788,0.9654320154193572
ODISHA,BOUDH,ODISHA,BAUDH,441162,29.0,449.0,189.4,626.9709,391.06800000000004,6.573548945738754,10177.667160816209,4293.207483872137,14211.80654725475,0.8864498755559184
ODISHA,BHADRAK,ODISHA,BHADRAK,1506337,96.0,2435.2,977.2,3463.8121,1605.4650000000001,6.373075878770819,16166.369145815312,6487.26015493213,22994.934732400518,1.0658073193448745
ODISHA,CUTTACK,ODISHA,CUTTACK,2624470,291.0,12267.2,5277.1,17153.5397,3695.7250000000004,11.087952996223999,46741.62783342923,20107.29785442394,65360.01440290802,1.4081795562532626
ODISHA,DEOGARH,ODISHA,DEBAGARH,312520,27.0,533.6,136.5,756.5631000000001,332.057,8.639447075387176,17074.107257135543,4367.720465890183,24208.469857929096,1.062514399078459
ODISHA,DHENKANAL,ODISHA,DHENKANAL,1192811,88.0,2748.8,884.0,3498.2163999999993,1300.2620000000002,7.377530891314718,23044.723765961247,7411.065122638875,29327.499494890635,1.0900821672503023
ODISHA,GAJAPATI,ODISHA,GAJAPATI,577817,42.0,1004.7,205.0,1463.4497000000001,585.504,7.268737333792533,17387.858093479423,3547.8360795892127,25327.21778694639,1.0133035199725864
ODISHA,GANJAM,ODISHA,GANJAM,3529031,304.0,9575.5,3174.7,12921.920400000003,4575.176,8.614262668704242,27133.510586900484,8995.953846820841,36616.05806239731,1.2964397309063027
ODISHA,JAGATSINGHPUR,ODISHA,JAGATSINGHAPUR,1136971,120.0,5037.1,926.1,6666.2664,1508.134,10.554358906251787,44302.801038900725,8145.326485899816,58631.80679190587,1.3264489595600943
ODISHA,JAJPUR,ODISHA,JAJAPUR,1827192,141.0,3648.7,1680.6,5305.4493,2216.5439999999994,7.7167588299423375,19968.892158021707,9197.719779858931,29036.07995218893,1.213087622975582
ODISHA,JHARSUGUDA,ODISHA,JHARSUGUDA,579505,65.0,2158.0,848.7,3134.8415,765.259,11.216469228048075,37238.67783711961,14645.257590529849,54095.15879932011,1.3205390807672064
ODISHA,KALAHANDI,ODISHA,KALAHANDI,1576869,108.0,1730.3,1048.4,2505.9844,1253.3780000000002,6.849015358916942,10973.010440309246,6648.618242859743,15892.15337482061,0.7948523307896853
ODISHA,KANDHAMAL,ODISHA,KANDHAMAL,733110,53.0,1251.8,326.7,1539.7497999999998,705.447,7.229474430849394,17075.200174598627,4456.35716331792,21002.984545293337,0.9622662356263044
ODISHA,KENDRAPARA,ODISHA,KENDRAPARA,1440361,99.0,2589.6,764.3,3472.0802000000003,1620.2310000000002,6.8732769076641205,17978.826141502028,5306.308626795643,24105.62490931093,1.124878415897126
ODISHA,KEONJHAR,ODISHA,KENDUJHAR,1801733,168.0,5749.7,1994.3,6768.531899999999,2014.4509999999998,9.324356050535789,31912.053561765257,11068.787661656861,37566.78653274375,1.1180629982355874
ODISHA,KHURDA,ODISHA,KHORDHA,2251673,451.0,47471.8,31561.2,62668.565599999994,4895.585999999999,20.02955136025524,210829.01469263076,140167.77747035204,278320.01183120284,2.17419936198551
ODISHA,KORAPUT,ODISHA,KORAPUT,1379647,89.0,2682.7,956.4,3682.2973,1195.0749999999998,6.45092549036094,19444.829003361006,6932.208021327195,26690.141028828388,0.8662179528531572
ODISHA,MALKANGIRI,ODISHA,MALKANGIRI,613192,29.0,826.1,134.1,977.6156,433.437,4.7293506764602276,13472.12618559929,2186.916985218333,15943.058617855419,0.7068536445354799
ODISHA,MAYURBHANJ,ODISHA,MAYURBHANJ,2519738,200.0,4715.7,1627.5,6623.5518999999995,3094.9579999999996,7.937333167178493,18715.04100823181,6459.004864791498,26286.66909019906,1.2282856392212205
ODISHA,NAWRANGPUR,ODISHA,NABARANGAPUR,1220946,50.0,803.6,444.8,1262.7768,755.7320000000001,4.095185208846256,6581.781667657701,3643.0767617896286,10342.609746868411,0.6189725016503598
ODISHA,NAYAGARH,ODISHA,NAYAGARH,962789,76.0,1533.8,693.9,2074.1087,1073.84,7.893733725665748,15930.801037402796,7207.186621367714,21542.712889324663,1.115343029469593
ODISHA,NAWAPARA,ODISHA,NUAPADA,610382,42.0,861.6,301.8,1264.9487,579.405,6.880936855936119,14115.750464463237,4944.444626479811,20723.886025472573,0.949249814050873
ODISHA,PURI,ODISHA,PURI,1698730,151.0,4053.5,1451.2,5578.945899999999,2031.69,8.888993542234493,23861.943922812927,8542.852601649467,32841.8636275335,1.1960052509816157
ODISHA,RAYAGADA,ODISHA,RAYAGADA,967911,72.0,1902.6,590.0,2480.1469,892.9139999999999,7.438700459029808,19656.765962986265,6095.601765038315,25623.70817151577,0.9225166363436307
ODISHA,SAMBALPUR,ODISHA,SAMBALPUR,1041099,125.0,18380.5,1582.7,19157.123499999998,1467.6879999999999,12.006543085719995,176549.01214966108,15202.204593415228,184008.66296096717,1.4097487366715362
ODISHA,SONEPUR,ODISHA,SUBARNAPUR,610183,47.0,795.6,374.5,1127.688,611.683,7.702607250611702,13038.711337418446,6137.503011391665,18481.144181335767,1.0024582789097698
ODISHA,SUNDARGARH,ODISHA,SUNDARGARH,2093437,204.0,9810.2,4605.9,12928.765799999997,2581.4599999999996,9.744740348049643,46861.692040410104,22001.617435824435,61758.561638109946,1.233120461709619
PUDUCHERRY,KARAIKAL,PUDUCHERRY,KARAIKAL,200222,42.0,1082.9,854.2,1486.0958999999998,425.18100000000004,20.976715845411594,54084.965688086224,42662.64446464425,74222.40812697905,2.123547861873321
PUDUCHERRY,MAHE,PUDUCHERRY,MAHE,41816,8.0,483.6,184.6,675.5341000000001,104.75700000000002,19.131432944327532,115649.51214845992,44145.78151903577,161549.19169695812,2.5051894011861493
PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,PUDUCHERRY,950289,131.0,7373.3,5762.6,10315.902299999998,1852.047,13.785280056909004,77590.08049130318,60640.499890033454,108555.42156123031,1.9489302727906983
PUDUCHERRY,YANAM,PUDUCHERRY,YANAM,55626,5.0,144.7,109.4,198.7219,92.89500000000001,8.988602452090749,26013.01549635063,19667.062165174557,35724.643152482655,1.6699924495739404
PUNJAB,AMRITSAR,PUNJAB,AMRITSAR,2490656,448.0,21691.5,9941.9,28364.767400000004,4924.182000000001,17.987229067362172,87091.51323988539,39916.793005537496,113884.72514871586,1.9770622679326253
PUNJAB,BARNALA,PUNJAB,BARNALA,595527,86.0,2153.9,1727.2,3171.4457999999995,943.3969999999999,14.440990920646755,36167.96551625703,29002.883160629157,53254.441864096836,1.584138082740161
PUNJAB,BATHINDA,PUNJAB,BATHINDA,1388525,230.0,6863.8,6026.6,9814.2726,2268.3689999999997,16.564339857042544,49432.31126555157,43402.89155758809,70681.28121567851,1.6336536972686841
PUNJAB,FARIDKOT,PUNJAB,FARIDKOT,617508,104.0,2765.5,1966.9,3745.9772000000003,978.9129999999999,16.841887068669557,44784.84489269774,31852.218918621296,60662.81246558749,1.5852636726973577
PUNJAB,FATEHGARH SAHIB,PUNJAB,FATEHGARH SAHIB,600163,128.0,3537.6,3986.7,4569.1811,1104.3,21.327539351809424,58943.986883563295,66426.95401082706,76132.33571546397,1.840000133297121
PUNJAB,FAZILKA,PUNJAB,FIROZPUR,2029074,252.0,6090.1,7958.700000000001,8216.6239,2980.4479999999994,12.419458334195795,30014.183809954688,39223.31073189051,40494.451656272766,1.4688710219538565
PUNJAB,GURDASPUR,PUNJAB,GURDASPUR,2298323,321.0,12197.6,5959.1,16340.432999999997,3925.4449999999997,13.966705289030307,53071.7396989022,25928.035354473675,71097.20000191443,1.7079605434049085
PUNJAB,HOSHIARPUR,PUNJAB,HOSHIARPUR,1586625,294.0,15491.8,3887.1,19933.3056,3342.6119999999996,18.52989836917986,97639.95903253762,24499.17277239423,125633.376506736,2.106743559442212
PUNJAB,JALANDHAR,PUNJAB,JALANDHAR,2193590,615.0,39601.8,11543.7,49886.312099999996,6013.052999999999,28.036232842053433,180534.1928072247,52624.69285509142,227418.579132837,2.7411927479611045
PUNJAB,KAPURTHALA,PUNJAB,KAPURTHALA,815168,216.0,11873.0,3949.0,15243.174599999997,1970.9020000000003,26.497605401585933,145650.95783936564,48444.001727251314,186994.27111957286,2.417786272277617
PUNJAB,LUDHIANA,PUNJAB,LUDHIANA,3498739,718.0,36380.6,57141.2,48348.96150000001,7550.3150000000005,20.521679382200272,103982.03467020547,163319.41307996967,138189.67776676113,2.1580103574459257
PUNJAB,MANSA,PUNJAB,MANSA,769751,88.0,1676.2,1836.0,2187.8873000000003,1069.833,11.432268356910223,21775.872977105584,23851.868981008145,28423.31221394971,1.389842949213447
PUNJAB,MOGA,PUNJAB,MOGA,995746,163.0,5458.2,3010.5,7332.847199999999,1676.6940000000002,16.36963643338763,54815.18379185053,30233.613793075743,73641.74397888618,1.683857128223463
PUNJAB,MUKTSAR,PUNJAB,MUKTSAR,901896,127.0,2812.1,2818.3,3601.2047,1320.5569999999998,14.08144619778777,31179.86996283385,31248.614030886045,39929.26789785075,1.464200972174175
PUNJAB,PATIALA,PUNJAB,PATIALA,1895686,329.0,16335.7,19388.6,22184.533499999998,3667.985,17.355194900421274,86173.0265455355,102277.48688337626,117026.4141846276,1.9349116889611466
PUNJAB,RUPNAGAR,PUNJAB,RUPNAGAR,684627,127.0,4412.0,1398.4,5883.8906,1243.857,18.550247068841866,64443.85044703174,20425.720866983043,85943.01130396551,1.816838950260507
PUNJAB,SAHIBZADA AJIT SINGH NAGAR,PUNJAB,SAHIBZADA AJIT SINGH NAGAR,994628,290.0,13576.2,18178.5,,,29.156629413207753,136495.2524964107,182766.82337517143,,
PUNJAB,SANGRUR,PUNJAB,SANGRUR,1655169,228.0,6700.8,5298.4,9396.580899999999,2448.7960000000003,13.775028410996097,40484.08349842222,32011.23268983409,56771.126694615465,1.479483968102351
PUNJAB,SHAHID BHAGAT SINGH NAGAR,PUNJAB,SHAHID BHAGAT SINGH NAGAR,612310,146.0,6952.6,1561.0,8613.722099999999,1348.527,23.844131240711405,113547.05949600693,25493.622511472946,140675.83576946316,2.2023599157289606
PUNJAB,TARN TARAN,PUNJAB,TARN TARAN,1119627,134.0,3092.2,2080.2,4331.683,1410.465,11.968271576158847,27618.12639387939,18579.401890093755,38688.62576554513,1.2597632961691707
RAJASTHAN,AJMER,RAJASTHAN,AJMER,2583052,256.0,11715.6,5594.8,16456.916299999997,3623.7829999999994,9.910756732733217,45355.649053909874,21659.649128240548,63711.13047666093,1.4029074908286785
RAJASTHAN,ALWAR,RAJASTHAN,ALWAR,3674179,307.0,8862.6,6327.4,11677.6511,4070.7180000000008,8.355608150827708,24121.307100171223,17221.262219396496,31783.02173084109,1.1079258794958005
RAJASTHAN,BANSWARA,RAJASTHAN,BANSWARA,1797485,110.0,2445.6,1585.1,3520.0778,1565.025,6.119661638344687,13605.67682066888,8818.432420854695,19583.35006968069,0.8706748595954904
RAJASTHAN,BARAN,RAJASTHAN,BARAN,1222755,85.0,1338.0,1390.0,1831.8085999999998,1250.5149999999999,6.951515225862908,10942.502790828907,11367.771957587578,14980.99455737249,1.0227028309023474
RAJASTHAN,BARMER,RAJASTHAN,BARMER,2603751,114.0,3016.6,2308.8,3983.6265000000003,1704.4070000000002,4.378298846548691,11585.593246051561,8867.207348168085,15299.56781581649,0.6545967721183785
RAJASTHAN,BHARATPUR,RAJASTHAN,BHARATPUR,2548462,151.0,3747.5,2631.7,5347.7156,2235.5850000000005,5.925142301513619,14704.947533061117,10326.620526419463,20984.090011936612,0.8772290895449885
RAJASTHAN,BHILWARA,RAJASTHAN,BHILWARA,2408523,184.0,5026.1,7031.5,7304.6786,2662.542,7.639536761741533,20867.975933798432,29194.240619666078,30328.456900764493,1.105466711341349
RAJASTHAN,BIKANER,RAJASTHAN,BIKANER,2363937,218.0,6726.2,5182.4,9731.421999999999,2703.4300000000003,9.221903967829938,28453.380948815473,21922.75005636783,41166.1647497374,1.1436133873280043
RAJASTHAN,BUNDI,RAJASTHAN,BUNDI,1110906,91.0,1706.1,1511.6,2254.1876,1129.007,8.19151215314347,15357.735037887995,13606.911835924911,20291.434198753093,1.01629390785539
RAJASTHAN,CHITTAURGARH,RAJASTHAN,CHITTAURGARH,1544338,134.0,3483.0,1919.4,4888.252399999999,1755.2499999999998,8.676857009281647,22553.352957707444,12428.626375832233,31652.736641849126,1.136571139219523
RAJASTHAN,CHURU,RAJASTHAN,CHURU,2039547,142.0,3070.3,2211.2,4294.0644,1996.342,6.9623303606143905,15053.833032531244,10841.623164359537,21054.010522924942,0.9788163744203983
RAJASTHAN,DAUSA,RAJASTHAN,DAUSA,1634409,112.0,1898.3,1218.9,2745.7282999999998,1673.534,6.852629910872983,11614.595856973378,7457.74160568132,16799.51774617002,1.023938316541331
RAJASTHAN,DHOLPUR,RAJASTHAN,DHAULPUR,1206516,47.0,1108.2,690.5,1590.1246999999998,912.1170000000001,3.8955140255081573,9185.124772485404,5723.090286411452,13179.474619482873,0.7559924609371116
RAJASTHAN,DUNGARPUR,RAJASTHAN,DUNGARPUR,1388552,86.0,2137.3,940.5,3020.8720999999996,1379.794,6.193502295916897,15392.293554724634,6773.242917802142,21755.556147699182,0.9936927101037628
RAJASTHAN,GANGANAGAR,RAJASTHAN,GANGANAGAR,1969168,212.0,4760.5,5584.6,6631.8294000000005,2777.2819999999997,10.765968165235266,24175.184646510606,28360.200856402298,33678.332168712885,1.410383471598157
RAJASTHAN,HANUMANGARH,RAJASTHAN,HANUMANGARH,1774692,164.0,2398.0,3927.6,3419.1819,2017.72,9.241040135415046,13512.203807759319,22131.164168204963,19266.339736697973,1.1369409452457102
RAJASTHAN,JAIPUR,RAJASTHAN,JAIPUR,6626178,812.0,56263.0,68614.5,76895.6105,10260.455999999998,12.254424798126461,84910.1850267228,103550.64412697636,116048.21135200413,1.5484727394887368
RAJASTHAN,JAISALMER,RAJASTHAN,JAISALMER,669919,53.0,1082.2,1106.6,1515.5172,592.7429999999999,7.91140421453937,16154.191775423596,16518.41491284767,22622.394647711142,0.884798012894096
RAJASTHAN,JALOR,RAJASTHAN,JALOR,1828730,102.0,1739.9,1555.1,2407.8367,1399.708,5.577641313917309,9514.253060867379,8503.715693404713,13166.715152045408,0.76539893806084
RAJASTHAN,JHALAWAR,RAJASTHAN,JHALAWAR,1411129,86.0,1552.8,1256.8,2156.7619,1702.3,6.094410929121293,11003.954989232026,8906.343785720512,15283.945691712097,1.2063390377492065
RAJASTHAN,JHUNJHUNU,RAJASTHAN,JHUNJHUNUN,2137045,173.0,4281.8,2110.2,6044.862100000001,2410.0400000000004,8.095290459489624,20036.07785516917,9874.382617118497,28286.077738185213,1.127744151386611
RAJASTHAN,JODHPUR,RAJASTHAN,JODHPUR,3687165,304.0,13697.7,9430.5,19378.7909,3899.204,8.244816817256618,37149.68003872894,25576.560853663996,52557.42799684853,1.0575073260892853
RAJASTHAN,KARAULI,RAJASTHAN,KARAULI,1458248,76.0,1495.2,812.9,2055.1453999999994,1275.0,5.211733532293547,10253.399970375409,5574.497616317663,14093.250256472145,0.8743368754834568
RAJASTHAN,KOTA,RAJASTHAN,KOTA,1951014,194.0,9091.3,5605.0,12162.6646,2547.7849999999994,9.943547304119805,46597.82041543526,28728.650845150267,62340.22205888835,1.3058773540323132
RAJASTHAN,NAGAUR,RAJASTHAN,NAGAUR,3307743,191.0,3509.0,2325.2,5094.5874,2641.146,5.774330109685063,10608.44207062036,7029.566686408225,15402.004932063948,0.7984737629253542
RAJASTHAN,PALI,RAJASTHAN,PALI,2037573,171.0,3735.3,2256.5,5025.0284,2185.526,8.392337354293565,18332.103929527922,11074.449847931828,24661.83248403861,1.0726123677532045
RAJASTHAN,PRATAPGARH,RAJASTHAN,PRATAPGARH,867848,52.0,980.1,799.2,1305.6123,751.493,5.991832671159005,11293.45230962104,9208.985905365917,15044.250836552023,0.8659269826052488
RAJASTHAN,RAJSAMAND,RAJASTHAN,RAJSAMAND,1156597,92.0,2465.1,1076.0,3389.1595,1088.703,7.9543695859491255,21313.38746339477,9303.153994001368,29302.855705141897,0.941298481666475
RAJASTHAN,SAWAI MADHOPUR,RAJASTHAN,SAWAI MADHOPUR,1335551,117.0,1887.9,1376.7,2844.6427999999996,1361.656,8.76042921610631,14135.738732553082,10308.105044285092,21299.394781629453,1.0195462397167911
RAJASTHAN,SIKAR,RAJASTHAN,SIKAR,2677333,203.0,4575.7,3043.7,6314.6356000000005,2805.781,7.582172258736586,17090.515076010342,11368.402809811107,23585.544271108603,1.0479761015906501
RAJASTHAN,SIROHI,RAJASTHAN,SIROHI,1036346,81.0,2355.0,974.9,3060.3385000000003,1077.8410000000001,7.815922481487843,22724.07091839984,9407.08991012654,29530.084547052822,1.0400397164653505
RAJASTHAN,TONK,RAJASTHAN,TONK,1421326,120.0,2045.3,1493.0,2949.1744,1499.4280000000003,8.442820295977137,14390.083626135032,10504.275584911555,20749.457900580164,1.0549500958963673
RAJASTHAN,UDAIPUR,RAJASTHAN,UDAIPUR,3068420,261.0,13321.1,6432.1,17699.056099999998,3334.4030000000002,8.5060063485442,43413.54834083991,20962.254189452553,57681.33469342527,1.0866840263066988
SIKKIM,EAST SIKKIM,SIKKIM,EAST DISTRICT,283583,65.0,4464.7,1054.7,5312.0231,564.845,22.920979043172547,157438.91559084994,37191.93322589859,187318.10792607456,1.9918154473293532
SIKKIM,NORTH SIKKIM,SIKKIM,NORTH DISTRICT,43709,8.0,103.9,40.7,135.6361,45.35,18.30286668649477,23770.848109085084,9311.583426754216,31031.61820220092,1.0375437552906723
SIKKIM,SOUTH SIKKIM,SIKKIM,SOUTH DISTRICT,146850,22.0,448.6,173.2,631.9145000000001,155.418,14.981273408239701,30548.178413346952,11794.347974123255,43031.29043241403,1.0583452502553625
SIKKIM,WEST SIKKIM,SIKKIM,WEST DISTRICT,136435,9.0,184.0,79.9,274.3822,105.114,6.5965478066478545,13486.275515813391,5856.268552790706,20110.83666214681,0.7704328068310917
TAMIL NADU,ARIYALUR,TAMIL NADU,ARIYALUR,754894,58.0,885.2,1978.0,1313.3454,1100.7779999999998,7.683197905931164,11726.149631603907,26202.35423781352,17397.745908697114,1.4581888318094989
TAMIL NADU,CHENNAI,TAMIL NADU,CHENNAI,4646732,1285.0,222269.8,290737.1,267157.9936,17770.968999999997,27.653843604494515,478335.74219472957,625680.8010446912,574937.3830898791,3.8244015363915964
TAMIL NADU,COIMBATORE,TAMIL NADU,COIMBATORE,3458045,612.0,36513.6,49515.4,50038.674,7557.329999999999,17.697861074682372,105590.29740792846,143188.99840806006,144702.2060152485,2.185434255482505
TAMIL NADU,CUDDALORE,TAMIL NADU,CUDDALORE,2605914,210.0,8077.3,8501.0,10093.3572,3673.964,8.05859287758537,30996.03440481919,32621.951453501537,38732.50306802143,1.409856196328812
TAMIL NADU,DHARMAPURI,TAMIL NADU,DHARMAPURI,1506843,96.0,1810.5,3766.3,2623.7573,1749.4859999999999,6.3709357909218145,12015.18671819161,24994.641113905032,17412.28050964832,1.1610273930329833
TAMIL NADU,DINDIGUL,TAMIL NADU,DINDIGUL,2159775,234.0,4844.0,7107.1,6762.0836,3006.0989999999997,10.834461923116992,22428.262203238763,32906.66851871144,31309.203968005928,1.3918574851547034
TAMIL NADU,ERODE,TAMIL NADU,ERODE,2251744,293.0,8769.6,11883.4,12821.9849,3794.7900000000004,13.012136370741967,38945.81266786988,52774.205238250885,56942.462819929795,1.6852670641067549
TAMIL NADU,KANCHEEPURAM,TAMIL NADU,KANCHEEPURAM,3998252,580.0,24959.7,14297.0,38370.9366,7419.430999999999,14.506339270261103,62426.530393782086,35758.126301193624,95969.28007539295,1.8556686772119413
TAMIL NADU,KANYAKUMARI,TAMIL NADU,KANNIYAKUMARI,1870374,224.0,6612.9,9671.2,9598.922400000001,3347.8080000000004,11.976214382791891,35356.03039819843,51707.30559770399,51320.87165454611,1.7899136750190072
TAMIL NADU,KARUR,TAMIL NADU,KARUR,1064493,127.0,7891.3,4560.6,3983.4453000000003,1608.0060000000003,11.930562248882802,74132.00462567626,42842.930860043234,37421.05678477923,1.5105839117777198
TAMIL NADU,KRISHNAGIRI,TAMIL NADU,KRISHNAGIRI,1879809,153.0,4256.8,5722.3,5691.291199999999,2636.4300000000003,8.139124772782766,22644.853812275607,30440.858619146944,30275.901434667023,1.4024988708959263
TAMIL NADU,MADURAI,TAMIL NADU,MADURAI,3038252,362.0,14688.2,15586.2,19692.8475,5223.353,11.914745715628593,48344.245309474,51299.89217484264,64816.37303291498,1.7191967618222583
TAMIL NADU,NAGAPATTINAM,TAMIL NADU,NAGAPATTINAM,1616450,146.0,4099.9,3919.3,5585.0596000000005,2289.5190000000002,9.03213832781713,25363.60543165579,24246.34229329704,34551.39101116645,1.4163871446688732
TAMIL NADU,NAMAKKAL,TAMIL NADU,NAMAKKAL,1726601,199.0,5015.5,8366.8,7536.532400000001,2858.559,11.525534851421956,29048.40203382252,48458.21356526493,43649.53107289989,1.6555990642887384
TAMIL NADU,PERAMBALUR,TAMIL NADU,PERAMBALUR,565223,61.0,1169.9,2225.2,1755.2068000000002,788.1210000000001,10.792200600470965,20698.025381132757,39368.53241994752,31053.350624443803,1.394354086794062
TAMIL NADU,PUDUKKOTTAI,TAMIL NADU,PUDUKKOTTAI,1618345,159.0,2868.5,4416.0,4063.8815,2141.619,9.824851932066402,17724.89796674998,27287.13593207876,25111.342142744594,1.3233389666603845
TAMIL NADU,RAMANATHAPURAM,TAMIL NADU,RAMANATHAPURAM,1353445,114.0,2509.8,3382.7,3298.0240000000003,1788.246,8.422950323064477,18543.79010598879,24993.25794546509,24367.624838837193,1.3212550195981365
TAMIL NADU,SALEM,TAMIL NADU,SALEM,3482056,314.0,9289.3,13210.3,13508.793400000002,4903.852999999999,9.017660830268094,26677.62953841064,37938.21811021994,38795.45130807776,1.4083211183277924
TAMIL NADU,SIVAGANGA,TAMIL NADU,SIVAGANGA,1339101,200.0,4396.4,4700.6,6183.349899999998,2250.091,14.935393222766617,32830.98138228558,35102.65469146838,46175.38109522731,1.680299693600408
TAMIL NADU,THANJAVUR,TAMIL NADU,THANJAVUR,2405890,243.0,7776.0,8483.3,11174.370299999999,3879.568,10.100212395412923,32320.679665321357,35260.5480716076,46445.890294236226,1.6125292511295197
TAMIL NADU,NILGIRIS,TAMIL NADU,THE NILGIRIS,735394,95.0,2999.3,1962.2,3742.4929,1121.269,12.918245185573992,40784.93977378113,26682.295476982406,50890.990407863,1.5247187222087752
TAMIL NADU,THENI,TAMIL NADU,THENI,1245899,138.0,2265.1,5158.4,3362.6387999999997,1733.3329999999999,11.076339253823946,18180.44640857726,41403.0350774822,26989.6580701967,1.3912307498440883
TAMIL NADU,THIRUVALLUR,TAMIL NADU,THIRUVALLUR,3728104,349.0,14153.0,9544.5,20937.7867,5289.575,9.361326829938221,37962.99674043428,25601.485366288063,56162.02418172883,1.4188378328501565
TAMIL NADU,THIRUVARUR,TAMIL NADU,THIRUVARUR,1264277,128.0,2802.8,2750.4,3771.0681,1809.8850000000002,10.124363569059629,22169.192352625254,21754.726219016877,29827.862881314773,1.4315573248583975
TAMIL NADU,TOOTHUKUDI,TAMIL NADU,THOOTHUKKUDI,1750176,193.0,7684.2,6540.7,8996.3375,2788.201,11.027462380926261,43905.29866710548,37371.67004918362,51402.47323697731,1.5930974941948695
TAMIL NADU,TIRUCHIRAPALLI,TAMIL NADU,TIRUCHIRAPPALLI,2722290,324.0,13627.1,13212.1,19089.7993,4775.5509999999995,11.901744487178075,50057.488364575416,48533.03652439674,70124.04740126879,1.7542403638113497
TAMIL NADU,TIRUNELVALI,TAMIL NADU,TIRUNELVELI,3077233,309.0,9452.8,9522.9,13292.7935,4867.682,10.04148857106368,30718.505878495387,30946.307933133434,43197.227834226396,1.5818373194359998
TAMIL NADU,TIRUPPUR,TAMIL NADU,TIRUPPUR,2479052,272.0,9880.4,19824.8,14583.8271,3709.9129999999996,10.971936046521009,39855.55768898757,79969.27857906974,58828.24200541175,1.4965047122851798
TAMIL NADU,TIRUVANNAMALAI,TAMIL NADU,TIRUVANNAMALAI,2464875,162.0,3329.8,4495.4,4630.1756000000005,2952.5249999999996,6.572341396622547,13509.001470662812,18237.841675541356,18784.626400933113,1.1978396470409247
TAMIL NADU,VELLORE,TAMIL NADU,VELLORE,3936331,310.0,8940.5,9240.1,12288.337199999998,5082.138,7.8753539781080395,22712.7749165403,23473.889771972936,31217.74362979129,1.2910850230836788
TAMIL NADU,VILLUPURAM,TAMIL NADU,VILUPPURAM,3458873,223.0,4000.5,6900.8,5673.003700000001,4144.658,6.4471866992514615,11565.90600464371,19951.007163315913,16401.306726208222,1.1982683376926533
TAMIL NADU,VIRUDHUNAGAR,TAMIL NADU,VIRUDHUNAGAR,1942288,201.0,5939.0,8863.9,8412.6605,2982.6720000000005,10.348619772145016,30577.339714810572,45636.38348174936,43313.146660021586,1.535648678259867
TRIPURA,DHALAI,TRIPURA,DHALAI,378230,27.0,514.0,254.0,697.5541999999999,436.62399999999997,7.138513602834254,13589.61478465484,6715.49057451815,18442.593131163576,1.154387541971816
